"sub","CP1","CP2","CP3","meanCP","NCP1","NCP2","NCP3","meanNCP","CL1","CL2","CL3","meanCL","NCL1","NCL2","NCL3","meanNCL","RAN1","RAN2","RAN3","meanRAN","ORFwpm1","ORFwpm2","ORFwpm3","meanORFwpm"
56,15.5328465249913,17.6510844519944,18.8510237979935,17.3449849249931,19.1677494560136,18.7010082269844,23.5007083399978,20.4564886743319,21.2824825579883,19.2510468469991,17.3677439969906,19.300424467326,18.3844327409752,19.8508200120123,19.2843557640153,19.1732028390009,16.4346295429859,16.3345588670054,17.2010841529991,16.6567575209968,206.714744008686,175.545733485656,175.960569747917,186.073682414087
57,17.6676757160167,16.1511757599947,16.3328216719965,16.7172243826693,15.2346481849963,17.7011702519958,22.617457357992,18.517758598328,19.0509790840151,18.0010153530166,17.2177974059887,18.0899306143401,22.4842603910074,24.0340134630096,19.8174450670194,22.1119063070122,18.0177178579906,18.0177089270146,17.8344570340123,17.9566279396725,181.109272544187,179.312231002648,165.007814635491,175.143106060775
58,19.3343330229982,18.0011032419861,18.2843000360008,18.5399121003284,18.4009973240027,19.1176576889993,22.5657390159904,20.0281313429975,23.4840748530114,23.5173905740085,22.4508233059896,23.1507629110032,26.3671688059985,26.4838946259988,25.7339522529801,26.1950052283258,20.8675154350058,21.4841996880132,21.1843033440236,21.1786728223475,184.256111854216,183.458126942538,178.375755447022,182.029998081259
59,16.9177835760056,15.4346000219812,17.0827623720106,16.4783819899991,13.7514078980021,14.1845684539876,18.8676194059954,15.601198585995,17.3010599659756,16.201073897013,18.9844222290267,17.4955186973384,19.7842220840103,18.1509847599955,15.4845231570071,17.8065766670043,14.9512940779969,17.7677264499944,16.6177609329752,16.4455938203221,220.33258483716,212.148331987054,185.066459906632,205.849125576948
60,16.617716703011,15.9846652109991,18.9176094059949,17.1733304400016,18.7510335929983,25.2840376789973,21.3342068089987,21.7897593603314,20.4343784399971,19.3675219370052,21.2676079519733,20.3565027763252,22.8840979239903,22.2174685159989,18.9842717819847,21.3619460739913,21.0009414440137,21.650956589001,20.4175905750017,21.0231628693388,149.296296529572,136.485356218638,126.499017488411,137.426890078874
61,23.1340725839837,18.2327679619193,25.2173917540349,22.1947440999793,18.6677410280099,15.7844573860057,18.0676458319649,17.5066147486602,16.8845805020537,13.3513902809937,15.3511349300388,15.1957019043621,19.3010140579427,16.1845070259878,16.3344170929631,17.2733127256312,15.4678092839895,15.284456614987,14.4678923489992,15.0733860826585,147.39312512742,145.842160969475,149.121513140907,147.452266412601
62,18.2176552339224,16.6994914079551,17.8010712700197,17.5727393039657,18.5160172230098,18.2010653950274,23.8506082830718,20.1892303003697,21.9678698990028,24.0506538639311,24.2174919060199,23.4120052229846,28.3004144459264,25.3989546310622,23.0341255640378,25.5778315470088,21.7176593639888,22.2507853229763,20.650789782987,21.5397448233174,182.583224146115,176.538761569777,159.811030597363,172.977672104418
63,17.034530719975,15.401279725018,16.3845330280019,16.2734478243316,13.8163382180501,16.5011226049392,18.0510569969192,16.1228392733028,21.1508925620001,19.400925263064,19.5011423769174,20.0176534006605,20.1010521550197,21.6841894410318,18.2510567880236,20.0120994613583,16.6660805830033,16.7510477839969,17.1345017530257,16.850543373342,212.586910580705,197.136274283984,193.817571911342,201.180252258677
64,19.8009319870034,17.2326760849683,21.6842096790206,19.5726059169974,20.8841911799973,17.0678102510283,20.7658487880835,19.572616739703,18.184386014007,18.3843314580154,15.7844292919617,17.451048921328,17.1509614569368,19.9509963119635,16.5843705270672,17.8954427653225,16.0346886030165,18.4010314579355,20.3325898840558,18.2561033150026,204.609398415577,190.710193718763,176.367644127322,190.562412087221
65,18.167710160953,17.4345575888874,18.1843345499365,17.928867433259,16.05125271203,16.1845638561063,14.782887386973,15.6729013183697,24.7006038899999,25.7173097729683,21.9341948169749,24.1173694933144,24.8340929020196,23.5007015549345,21.299101851997,23.2112987696504,19.9677946860902,22.4841009050142,20.7008914229227,21.0509290046757,172.904517436874,178.832658057136,160.098909013875,170.612028169295
66,11.5348208879586,13.1663344909903,12.3662696410902,12.355808340013,12.6516847299645,14.618224313017,17.601503693033,14.9571375786715,11.1516893580556,14.051321695908,13.417956801015,12.8736559516595,13.7847043899819,15.1846048950683,14.8513086549938,14.6068726466813,11.7683329390129,12.7346362259705,12.9013961560559,12.4681217736797,255.584768356592,241.858385577115,228.866510410836,242.103221448181
67,20.8341851750156,21.4842878929339,0.0184441530145705,14.1123057403214,23.2508264610078,19.4842835980235,20.3676845569862,21.0342648720058,22.2176238220418,20.7510091250297,19.2677582990145,20.7454637486953,20.4344268960413,23.3507608759683,19.6342182230437,21.1398019983511,22.5841732730623,21.3508915379643,20.3176316000754,21.4175654703674,179.999440721226,187.877502500397,174.006306929654,180.627750050425
68,16.7344151739962,15.5828566809651,18.1343182860874,16.8171967136829,18.5507936350768,18.4178845850984,18.0160810860107,18.328253102062,18.2178715720074,18.6678194110282,16.6012051490834,17.828965377373,21.0843460360775,19.6676316499943,18.2176625910215,19.6565467590311,17.6844834390795,18.984243524028,17.7677261140198,18.1454843590424,192.725851765276,179.037607632827,172.933346098796,181.5656018323
69,15.9512512470828,14.2512656389736,21.1175219279248,17.1066796046604,16.5512056819862,19.3342885989696,20.700869421009,18.8621212339882,15.7678459630115,18.6825665610377,17.3843673170777,17.2782599470423,19.051286853035,18.8345068680355,18.6843775059097,18.8567237423267,16.5179017169867,16.617841321975,15.1678817019565,16.1012082469727,199.475037723381,211.7639682326,204.609633738205,205.282879898062
70,21.650406499044,19.2005317959702,20.6003470160067,20.4837617703403,26.283301247051,21.3004166790051,22.965696468018,23.5164714646914,23.4836583570577,23.7168457160005,22.3657500019763,23.1887513583448,25.7322699599899,23.1502669659676,21.7168953450164,23.5331440903246,22.5336260059848,25.0000936150318,25.8168554700678,24.4501916970282,116.202593149946,116.017781279511,89.5347392736638,107.251704567707
71,20.4842412209837,17.9009755840525,20.1845962180523,19.5232710076962,16.1845124399988,21.5991467059357,17.0843978070188,18.2893523176511,17.3178637009114,13.3680710640037,19.251011668006,16.6456488109737,22.9842951360624,22.817401095992,16.5660977039952,20.7892646453499,14.5846817309503,18.8010221830336,17.0344601700781,16.806721361354,181.287328349835,163.642046602749,156.478841266335,167.136072072973
72,16.8344781940104,17.1511042810744,19.7342789899558,17.9066204883469,19.2509021459846,17.7178739210358,19.5842224539956,18.8509995070053,18.3678032050375,18.2842769030249,20.0842720519286,18.9121173866636,21.5175349169876,19.0343495439738,19.1010508131003,19.8843117580206,16.4845518319635,19.7176057859324,18.3509899900528,18.1843825359829,217.184498960737,192.040038275316,188.27102346445,199.165186900167
73,23.2841961031081,23.5156352319755,22.1508621340618,22.9835644897151,18.8015784570016,18.0512245879509,23.200833063107,20.0178787026865,24.000701876008,22.6675907579483,27.2173234299989,24.6285386879851,24.550778564997,25.4006109409966,19.7175889909267,23.2229928323068,21.3344237479614,21.3509699240094,19.267727971077,20.6510405476826,170.281024262156,162.501328377287,138.825572932585,157.202641857343
74,15.5178675609641,14.3680432210676,16.017732113949,15.3012142986602,16.7010376799153,14.5346042179735,16.9494320979575,16.0616913319488,19.3509580700193,22.6340375409927,19.1510139630409,20.3786698580176,25.2507630920736,24.5839534469415,19.9509648900712,23.2618938096954,17.3512163670966,18.6343035019236,18.0510799649637,18.0121999446613,197.309389259434,178.558630516522,183.095486202155,186.32116865937
75,19.384365846985,16.3661241119262,16.2511333730072,17.3338744439728,16.7513106290717,17.5160700099077,22.2506964700297,18.8393590363363,17.3328411689727,17.3511118040187,16.3678548529278,17.0172692753064,20.3159473290434,17.7509580330225,17.8177408049814,18.6282153890158,16.5012123810593,17.6510444460437,16.1179132889956,16.7567233720329,187.423526554237,192.276887653832,180.428064863447,186.709493023838
76,18.0494141809177,15.5339069030015,14.8840331750689,16.155784752996,38.9992382660275,17.1671555269277,17.550421735039,24.5722718426647,16.9505074920598,18.0003955200082,16.1338961119764,17.0282663746815,21.0336639420129,24.4333993330365,16.7171379829524,20.7280670860006,14.4006241289899,15.8672311439877,15.2672999670031,15.1783850799936,205.716053530629,207.818742050372,204.299039012117,205.944611531039
77,21.5175302790012,23.0508757759817,25.5839679540368,23.3841246696732,20.7008736679563,25.3339966469212,27.1172173259547,24.3840292136107,25.1157777989283,24.3006599639775,21.2988150379388,23.5717509336149,24.6173920138972,23.8506714020623,19.8510794359026,22.7730476172874,19.6343643729342,20.2342518040678,18.5010426919907,19.4565529563309,157.947739939419,155.019996739097,144.982646259908,152.650127646141
78,15.3179023680277,17.6846000680234,19.8325988779543,17.6117004380018,19.7009142700117,21.6825180740561,20.4508561339462,20.6114294926714,21.1842955889879,26.7838112360332,21.5008977759862,23.1563348670024,20.1177009110106,20.7509301999817,24.0174032360082,21.6286781156668,18.8176969359629,23.3840529010631,21.5508593779523,21.2508697383261,179.15299529553,167.383784925039,153.725039999282,166.753940073284
79,12.7497348039178,14.9161573839374,14.8345581149915,14.1668167676156,16.4344699400244,17.3177018739516,16.1510844990844,16.6344187710201,15.7344873659313,14.6178845660761,14.4345336300321,14.9289685206798,16.0844600349665,15.7511687210063,17.6010223819176,16.4788837126301,14.7846207469702,16.0178163620876,14.5846710170154,15.1290360420244,192.240471845157,182.813807379907,186.687372493784,187.247217239616
80,13.2662521119928,14.6011601769133,16.1846041360404,14.6840054749822,16.9009847550187,17.566030887072,19.8508543339558,18.1059566586822,20.6677006300306,20.7676229510689,21.0174842169508,20.8176025993501,23.7673306909855,23.2839668090455,27.2672098519979,24.7728357840097,19.0343043260509,20.4175482169958,19.8343764669262,19.7620763366576,176.177176132523,185.347321278793,164.803478931125,175.442658780814
81,21.8841375929769,21.7508590510115,22.5675543450052,22.0675169963312,18.6843481159303,20.0491810779786,23.1341764059616,20.6225685332902,20.8843015000457,24.2006983249448,22.7341809580103,22.6063935943336,25.3172771401005,23.400725801941,21.4341995998984,23.38406751398,22.4341178139439,24.2340262890793,22.6009000369813,23.0896813800015,176.66647981719,168.650615902303,161.018345547417,168.778480422303
82,17.06780522794,18.3843655659584,20.0177155400161,18.4899621113048,16.2160375700332,18.3177669360302,20.6343002659269,18.3893682573301,18.4844982640352,20.0343144279905,21.0508040320128,19.8565389080128,21.1509539030958,22.185027851956,20.0850891129812,21.140356956011,16.1844952389365,17.6678212319966,20.034159081988,17.9621585176404,168.47588184675,161.492886350732,153.946853384844,161.305207194109
83,25.9489797239657,21.3826002170099,20.1175518869422,22.4830439426393,14.8845664390828,18.5344395459397,17.2010730350157,16.8733596733461,19.1346060370561,18.7177524889121,18.2676825699164,18.7066803652948,22.4008981990628,20.1009165620198,20.6342746280134,21.0453631296987,15.7344356559915,15.8177479410078,16.2344608369749,15.9288814779914,157.487369903927,147.636347569196,144.393605254057,149.839107575727
84,19.3159495469881,19.5676171570085,16.7679555669893,18.550507423662,20.2341977331089,25.4173144730739,28.1670950930566,24.6062024330798,22.9175482500577,20.5508509440115,24.0840675119543,22.5174889020079,26.2988231870113,25.9839618050028,22.0342501009582,24.7723450309907,20.4343367570546,20.8509223200381,20.2009770309087,20.4954120360004,182.14743155157,158.646043077563,149.498043812641,163.430506147258
85,18.9343453869224,17.7160931220278,16.2845298170578,17.6449894420027,13.2846812029602,17.8158939769492,18.4677590569481,16.5227780789525,16.0177967449417,15.7011881760554,14.45126561902,15.3900835133391,19.0010353409452,15.9510835020337,15.0994326859945,16.6838505096578,15.5845862498973,14.7012684179936,15.4345752820373,15.2401433166427,192.347143740793,215.865973898281,212.440750010132,206.884622549735
86,18.7994043999352,15.2846226580441,16.9844035200076,17.0228101926623,16.2494071880355,19.6492704929551,21.900823152042,19.2665002776776,18.5510357319145,18.9659905269509,16.8844162559835,18.1338141716163,20.2676746299258,19.3675869629951,18.8842919520102,19.5065178483104,16.2012045949232,16.8177553080022,16.816162948031,16.6117076169855,199.893060474786,201.898486913113,191.381507701356,197.724351696418
87,22.8501762649976,17.5671895100968,18.1671916920459,19.5281858223801,14.7840256839991,21.6337039830396,24.4334503778955,20.2837266816447,22.0335074609611,21.4002096549375,20.2670959169045,21.2336043442677,26.1833637489472,27.3499083819333,23.2501543969847,25.5944755092884,19.8836687069852,19.9169275049353,20.7824367110152,20.1943443076452,166.277318625697,146.025838512377,146.822001445,153.041719527692
88,20.717674577958,15.8511720129754,18.7510667169699,18.4399711026344,17.6326413039351,0.0669038760242984,27.0505254489835,14.9166902096476,21.3342186630471,20.1509132200154,19.3676896489924,20.2842738440183,26.0339858360821,25.0673565430334,21.3341938509839,24.1451787433665,19.2175955140265,20.6675349239958,23.4173104210058,21.100813619676,187.148663844078,174.824121958256,151.927741226822,171.300175676385
89,18.1676447379868,14.7511994030792,16.1178007220151,16.3455482876937,13.7162496080855,14.43455807399,15.4679350140505,14.5395808987087,17.217826180975,16.9512497779215,16.7177111780038,16.9622623789667,21.5009384240257,19.1009898060001,17.5009604509687,19.3676295603315,16.9344304730184,15.8011081030127,16.3177263860125,16.3510883206812,201.476018028182,183.028362866157,176.543318184969,187.015899693103
90,15.7679221190047,14.8679432170466,14.8512355589774,15.1623669650095,19.6010254359571,19.5176115110517,20.8343267100863,19.9843212190317,20.6825425149873,23.2674511059886,20.7674985880731,21.5724974030163,26.4005811889656,22.7008062930545,21.4675640250789,23.5229838356997,23.600634880946,22.117548917071,22.2509178039618,22.6563672006596,206.489842445975,198.390045032077,182.843671549118,195.907853009057
91,17.1843960511032,15.1013631130336,17.1843643219909,16.4900411620426,15.7495478370693,18.1342867689673,22.4674604369793,18.7837650143386,17.2178945299238,17.3177937390283,19.4343955349177,17.9900279346233,23.1174572450109,21.9508308300283,19.5175940280315,21.5286273676902,19.1008282919647,16.7178891249932,18.7176200429676,18.1787791533085,110.036765231514,111.166837924035,95.3520791441907,105.51856076658
92,13.2340478439583,14.0840017860755,13.9507723679999,13.7562739993446,16.2505788929993,15.6672108020866,16.8505560839549,16.2561152596803,13.4840901229763,15.7172700189985,15.0506625109119,14.7506742176289,16.9506411770126,16.9672266569687,15.4507230889285,16.4561969743033,14.2174409129657,15.517346435925,15.8506778830197,15.1951550773034,201.79887021526,190.402337083021,184.875826052685,192.359011116989
93,20.6008698829683,18.9343915489735,20.5991495619528,20.0448036646315,17.1177703690482,17.0494745159522,20.5841841519577,18.2504763456527,24.8005833909847,26.2821963920724,21.1658284940058,24.0828694256876,24.8840554909548,25.9339335680706,23.2673698520521,24.6951196370258,20.6342039849842,22.0508146010106,21.9490922389086,21.5447036083012,160.809843969463,149.618933495506,133.369730375322,147.932835946763
94,18.3342551080277,19.0343021210283,16.6512026849668,18.0065866380076,17.0010763399769,16.9179048730293,21.7174981749849,18.5454931293304,19.7491713339696,20.1175612149527,18.7343755569309,19.5337027019511,21.8175096249906,22.3007371199783,20.9675088099902,21.6952518516531,17.9176525140647,18.3508845058968,17.0176886600675,17.7620752266763,203.083578328857,198.305804284646,179.275012255089,193.554798289531
95,16.4845335410209,14.3514377849642,18.8009761199355,16.5456491486402,14.5329534999328,16.5826483489946,17.9009580620332,16.3388533036535,14.3847077079117,13.7512873740634,13.18292801606,13.7729743660117,17.00119468302,15.1513056469848,14.4177887719125,15.5234297006391,12.5347410000395,13.3663169950014,12.5513003179803,12.8174527710071,229.319501528724,228.402925215153,212.610512087001,223.444312943626
96,20.567535071983,22.5841001040535,24.933901131968,22.6951787693348,22.7340691171121,23.4175025140867,26.0007301049773,24.050767245392,27.7005442349473,25.9505220990395,24.6006651270436,26.0839104870101,30.4670357679715,27.9838030439569,27.8005558580626,28.750464889997,25.284052261035,24.9173009039368,24.4506846319418,24.8840125989712,153.623739061497,150.098352519988,145.101256803008,149.607782794831
97,18.1493129560258,16.7344083129428,17.5176364119397,17.4671192269695,13.6846326589584,17.4011997929774,15.3845279269153,15.4901201262837,19.5676822490059,18.3342693599407,18.7009469559416,18.8676328549627,25.3172614710638,21.4675939589506,20.0010340629378,22.2619631643174,17.434497884009,17.3660097420216,18.0177236240124,17.6060770833477,185.781630602835,183.891468065449,157.962376048076,175.87849157212
98,17.4344472869998,14.7346273850417,14.7179443760542,15.6290063493652,16.4511738599977,16.1177966239629,21.1324492309941,17.9004732383182,17.7011392690474,17.4177902300144,17.1677648830228,17.4288981273615,21.3841643569758,19.4508730110247,18.7844227070455,19.8731533583486,15.5011670140084,15.1678227940574,14.3344998100074,15.0011632060244,210.128842137284,214.187798375332,214.49425502613,212.936965179582
99,32.7003311769804,21.8009914329741,28.3004614689853,27.6005946929799,18.801058238023,21.4342566611012,23.1174689480104,21.1175946157115,19.8510688509559,18.9509652280249,17.9844887820072,18.9288409536627,22.5509737940738,21.9342507580295,18.7009542089654,21.0620595870229,14.0346927039791,16.8511617130134,13.1663452299545,14.6840665489823,203.408506317169,178.151590630916,190.152559707331,190.570885551805
100,20.7175376979867,21.8657511660131,20.6342777670361,21.0725222103453,20.2009459040128,24.384107990074,24.4340168091003,23.0063569010623,20.9509503870504,22.2674883489963,24.8340213580523,22.6841533646996,23.7508077130187,23.8839889990631,23.2340472480282,23.6229479867034,22.0507867289707,22.800728939008,22.2341677680379,22.3618944786722,156.202166455617,165.373020647035,168.02543753386,163.200208212171
101,25.3167857590597,23.3667743559927,20.483567173942,23.0557090963315,20.7668971419334,19.7491910980316,27.1500069650356,22.5553650683335,20.2669555729954,22.1669733130839,19.1003771770047,20.5114353543613,23.4001075150445,22.1669674440054,19.6825980891008,21.7498910160502,18.0004136470379,20.2336367660901,23.6002728909953,20.6114411013744,185.340786908171,164.618643154903,160.971195933081,170.310208665385
102,18.3509692840744,20.5992799319793,21.6008165749954,20.1836885970163,17.4011903570499,21.767490228056,22.7674032279756,20.6453612710272,20.0842990640085,20.9341119159944,21.1841156620067,20.7341755473365,25.1172531570774,23.2839456300717,19.6509688190417,22.6840558687303,16.9510719969403,18.1177340809954,18.5176939879311,17.8621666886223,175.609176003588,169.199115501442,138.464711011089,161.091000838706
103,24.867336860043,20.5510538460221,20.4009515700163,21.9397807586938,15.7844910740387,18.7826721179299,17.8010929720476,17.4560853880054,16.3010941130342,15.1677694950486,18.767702118028,16.7455219087036,18.0344119729707,18.6176565369824,15.501185662928,17.384418057627,14.4178767260164,18.7508822859963,16.1494382770034,16.4393990963387,205.378633175287,197.635084065466,191.243665244009,198.085794161587
104,17.434288998018,18.3344827739056,18.8843223719159,18.2176980479465,21.6007733850274,18.1344841850223,20.8174915710697,20.1842497137065,16.1344772359589,17.3844568789937,18.5011089129839,17.3400143426455,20.5008456250653,22.4673676870298,17.3660636969144,20.1114256696698,15.3178851279663,16.8511019670404,17.3010263040196,16.4900044663421,211.5260538286,179.793983600491,188.53729192883,193.28577645264
105,27.9155013849959,18.3177774470532,19.9342496759491,22.0558428359994,15.4512554770336,18.1011919940356,18.4510544060031,17.3345006256908,20.0842038450064,18.8842697760556,18.3510487329913,19.1065074513511,24.0508008770412,25.4823540400248,19.5343041539891,23.0224863570184,18.8009926480008,19.5491919319611,20.4341882960871,19.594790958683,172.591162610298,163.524092358083,155.929215633683,164.014823534021
106,14.6347647770308,18.4677334589651,19.9491931879893,17.6838971413284,18.4843790340237,25.5155432110187,22.9507001138991,22.3168741196472,17.5178587080445,19.967581321951,20.184192454908,19.2232108283012,22.2840502369218,17.5510119709652,18.0844982180279,19.3065201419716,19.1177941439673,23.1340745990165,19.5842421649722,20.6120369693187,132.363315788525,143.825267572001,136.829195244212,137.672592868246
107,21.2008723249892,27.098825469031,19.9676309960196,22.7557762633466,18.3177276540082,19.4677195800468,19.9841827410273,19.2565433250275,14.7013571729185,15.467895340058,16.0676707029343,15.4123077386369,24.1674077829812,17.166067403974,16.8843721990706,19.4059491286753,14.7846729740268,14.7679132350022,16.4343694950221,15.3289852346837,184.613232432133,182.322009089359,164.295125932795,177.076789151429
108,22.0675237689866,24.4840945490869,18.1009682619479,21.5508621933404,21.9675496839918,27.7005809810944,25.0823104139417,24.9168136930093,17.5512250680476,16.0844784709625,16.5678760178853,16.7345265189651,21.5341152449837,17.3176847170107,16.7844111039303,18.5454036886416,14.1014088699594,15.3178399050375,16.5345182619058,15.3179223456342,163.706528871087,173.721234276607,140.472444628629,159.300069258775
